supplier_item_id,import_batch_id,supplier_name,source_file,source_sheet,source_row_number,supplier_brand_raw,supplier_name_raw,supplier_ori_raw,supplier_cn_raw,supplier_code,quantity_raw,quantity_kg,price_aed,price_usd,normalised_brand,normalised_fragrance_name,normalised_cn_name,candidate_original_brand,candidate_original_name,supplier_clone_name,brand_match_key,fragrance_match_key,cn_match_key,variant_flags,status,review_status,review_priority,commercial_use_basis,source_type,can_promote_to_catalogue,data_quality_notes
SUP-20260426-02711,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2751,TOM FORD,NOIR EXTREME PARFUM,LZ,GOLDEN DARKNESS,680300,1.00KG,1.0,1050.0,287.0,Tom Ford,Noir Extreme Parfum,Golden Darkness,Tom Ford,Noir Extreme Parfum,Golden Darkness,TOMFORD,NOIREXTREMEPARFUM,GOLDENDARKNESS,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-02712,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2752,TOM FORD,ELECTRIC CHERRY,LZ,CHARGING KISS,261234-T,1.00KG,1.0,780.0,213.0,Tom Ford,Electric Cherry,Charging Kiss,Tom Ford,Electric Cherry,Charging Kiss,TOMFORD,ELECTRICCHERRY,CHARGINGKISS,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-02713,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2753,TOM FORD,VANILLA SEX,,VANILLA SEX,240058,1.00KG,1.0,700.0,191.0,Tom Ford,Vanilla Sex,Vanilla Sex,Tom Ford,Vanilla Sex,,TOMFORD,VANILLASEX,VANILLASEX,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-02714,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2754,TOM FORD,VANILLA SEX TOP,,VANILLA SEX,240115,1.00KG,1.0,1400.0,382.0,Tom Ford,Vanilla Sex Top,Vanilla Sex,Tom Ford,Vanilla Sex,Vanilla Sex,TOMFORD,VANILLASEX,VANILLASEX,top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-02715,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2755,TOM FORD,OMBRE LEATHER TOP,,OMBRE LEATHER TOP,240134,1.00KG,1.0,950.0,260.0,Tom Ford,Ombre Leather Top,Ombre Leather Top,Tom Ford,Ombre Leather,,TOMFORD,OMBRELEATHER,OMBRELEATHERTOP,top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-02716,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2756,TOMFORD,BLACK ORCHID TOP,,BLACK ORCHID,240619,1.00KG,1.0,1500.0,409.0,Tomford,Black Orchid Top,Black Orchid,Tomford,Black Orchid,Black Orchid,TOMFORD,BLACKORCHID,BLACKORCHID,top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-02717,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2757,TOMFORD,BLACK ORCHID,LZ,ROYAL FLOWER,607403,1.00KG,1.0,610.0,167.0,Tomford,Black Orchid,Royal Flower,Tomford,Black Orchid,Royal Flower,TOMFORD,BLACKORCHID,ROYALFLOWER,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-02718,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2758,TOMFORD,LOST CHERRY TOP,LZ,RED KISS,343713 T,1.00KG,1.0,650.0,178.0,Tomford,Lost Cherry Top,Red Kiss,Tomford,Lost Cherry,Red Kiss,TOMFORD,LOSTCHERRY,REDKISS,lz_clone_name; top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval. Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-02719,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2759,TOMFORD,LOST CHERRY,,LOST CHERRY,250321,1.00KG,1.0,550.0,150.0,Tomford,Lost Cherry,Lost Cherry,Tomford,Lost Cherry,,TOMFORD,LOSTCHERRY,LOSTCHERRY,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-02720,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2760,TOMFORD,LOST CHERRY,LZ,RED KISS,343713,1.00KG,1.0,500.0,137.0,Tomford,Lost Cherry,Red Kiss,Tomford,Lost Cherry,Red Kiss,TOMFORD,LOSTCHERRY,REDKISS,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-02721,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2761,TOMFORD,NOIR EXTREME TOP,,NOIR EXTREME TOP,240427,1.00KG,1.0,850.0,232.0,Tomford,Noir Extreme Top,Noir Extreme Top,Tomford,Noir Extreme,,TOMFORD,NOIREXTREME,NOIREXTREMETOP,top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-02722,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2762,TOMFORD,OMBRE LEATHER 2018,LZ,HEAVY ROCKER,233642,1.00KG,1.0,550.0,150.0,Tomford,Ombre Leather 2018,Heavy Rocker,Tomford,Ombre Leather 2018,Heavy Rocker,TOMFORD,OMBRELEATHER2018,HEAVYROCKER,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-02723,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2763,TOMFORD,SOLEIL BLANC TOP,,SOLEIL BLANC TOP,240406,1.00KG,1.0,1200.0,327.0,Tomford,Soleil Blanc Top,Soleil Blanc Top,Tomford,Soleil Blanc,,TOMFORD,SOLEILBLANC,SOLEILBLANCTOP,top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-02724,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2764,TOMFORD,SOLEIL BLANC,LZ,ALYA,342762,1.00KG,1.0,610.0,167.0,Tomford,Soleil Blanc,Alya,Tomford,Soleil Blanc,Alya,TOMFORD,SOLEILBLANC,ALYA,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-02725,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2765,TOMFORD,TUSCAN LEATHER TOP,,TUSCAN LEATHER TOP,250102,1.00KG,1.0,610.0,167.0,Tomford,Tuscan Leather Top,Tuscan Leather Top,Tomford,Tuscan Leather,,TOMFORD,TUSCANLEATHER,TUSCANLEATHERTOP,top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-02726,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2766,TOMFORD,VANILLE FATALE,LZ,INTENSE GOLD,339373-C,1.00KG,1.0,350.0,96.0,Tomford,Vanille Fatale,Intense Gold,Tomford,Vanille Fatale,Intense Gold,TOMFORD,VANILLEFATALE,INTENSEGOLD,intense; lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-02727,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2767,TOMFORD,VANILLE FATALE,LZ,INTENSE GOLD,339373,1.00KG,1.0,500.0,137.0,Tomford,Vanille Fatale,Intense Gold,Tomford,Vanille Fatale,Intense Gold,TOMFORD,VANILLEFATALE,INTENSEGOLD,intense; lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-02728,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2768,TOMFORD,VENETIAN BERGAMOT,LZ,SWEET HEAVEN,461524-BB,1.00KG,1.0,295.0,81.0,Tomford,Venetian Bergamot,Sweet Heaven,Tomford,Venetian Bergamot,Sweet Heaven,TOMFORD,VENETIANBERGAMOT,SWEETHEAVEN,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-02729,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2770,TOMFORD,VENETIAN BERGAMOT,LZ,SWEET HEAVEN,461524,1.00KG,1.0,550.0,150.0,Tomford,Venetian Bergamot,Sweet Heaven,Tomford,Venetian Bergamot,Sweet Heaven,TOMFORD,VENETIANBERGAMOT,SWEETHEAVEN,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-02730,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2771,TOMFORD,OUD WOOD,,OUD WOOD,240963,1.00KG,1.0,1000.0,273.0,Tomford,OUD Wood,OUD Wood,Tomford,OUD Wood,,TOMFORD,OUDWOOD,OUDWOOD,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-02731,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2772,TOMFORD,OUD WOOD,LZ,RICH WOODS,358107-T,1.00KG,1.0,940.0,257.0,Tomford,OUD Wood,Rich Woods,Tomford,OUD Wood,Rich Woods,TOMFORD,OUDWOOD,RICHWOODS,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-02732,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2773,TOMFORD,BLACK ORCHID PARFUM,LZ,ROYAL FLOWER INT,353930-T,1.00KG,1.0,940.0,257.0,Tomford,Black Orchid Parfum,Royal Flower Int,Tomford,Black Orchid Parfum,Royal Flower Int,TOMFORD,BLACKORCHIDPARFUM,ROYALFLOWERINT,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-02733,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2774,TOMFORD,ROSE PRICK TOP,,ROSE PRICK TOP,240606,1.00KG,1.0,1000.0,273.0,Tomford,Rose Prick Top,Rose Prick Top,Tomford,Rose Prick,,TOMFORD,ROSEPRICK,ROSEPRICKTOP,top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-02734,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2775,TOMFORD,ROSE PRICK,LZ,SLEEPING BEAUTY,233328,1.00KG,1.0,610.0,167.0,Tomford,Rose Prick,Sleeping Beauty,Tomford,Rose Prick,Sleeping Beauty,TOMFORD,ROSEPRICK,SLEEPINGBEAUTY,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-02735,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2776,TOMFORD,F FABULOUS,LZ,DESIGNERS FAVORITE,503463,1.00KG,1.0,660.0,180.0,Tomford,F Fabulous,Designers Favorite,Tomford,F Fabulous,Designers Favorite,TOMFORD,FFABULOUS,DESIGNERSFAVORITE,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-02736,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2777,TOMFORD,F FABULOUS,,F FABULOUS,250322,1.00KG,1.0,510.0,140.0,Tomford,F Fabulous,F Fabulous,Tomford,F Fabulous,,TOMFORD,FFABULOUS,FFABULOUS,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-02737,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2778,TOMFORD,TUBEREUSE NUE,LZ,HEIAN MYTH,503827,1.00KG,1.0,610.0,167.0,Tomford,Tubereuse Nue,Heian Myth,Tomford,Tubereuse Nue,Heian Myth,TOMFORD,TUBEREUSENUE,HEIANMYTH,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-02738,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2779,TOMFORD,BEAU DE JOUR,LZ,SHINY SUNNY DAY,503822,1.00KG,1.0,880.0,240.0,Tomford,Beau De Jour,Shiny Sunny Day,Tomford,Beau De Jour,Shiny Sunny Day,TOMFORD,BEAUDEJOUR,SHINYSUNNYDAY,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-02739,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2780,TOMFORD,SOLEIL BRULANT,LZ,GOLDEN LIGHT,261089,1.00KG,1.0,880.0,240.0,Tomford,Soleil Brulant,Golden Light,Tomford,Soleil Brulant,Golden Light,TOMFORD,SOLEILBRULANT,GOLDENLIGHT,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-02740,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2781,TOMFORD,LAVENDER EXTREME,LZ,STUNNING PURPLE,339974,1.00KG,1.0,660.0,180.0,Tomford,Lavender Extreme,Stunning Purple,Tomford,Lavender Extreme,Stunning Purple,TOMFORD,LAVENDEREXTREME,STUNNINGPURPLE,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-02741,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2782,TOMFORD,COSTA AZZURRA,LZ,REFRESHING SEA,233442,1.00KG,1.0,610.0,167.0,Tomford,Costa Azzurra,Refreshing Sea,Tomford,Costa Azzurra,Refreshing Sea,TOMFORD,COSTAAZZURRA,REFRESHINGSEA,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-02742,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2783,TOMFORD,EBENE FUME TOP,,EBENE FUME TOP,240602,1.00KG,1.0,1500.0,409.0,Tomford,Ebene Fume Top,Ebene Fume Top,Tomford,Ebene Fume,,TOMFORD,EBENEFUME,EBENEFUMETOP,top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-02743,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2784,TOMFORD,OMBRE LEATHER PARFUM,LZ,HARD ROCKER,233536,1.00KG,1.0,770.0,210.0,Tomford,Ombre Leather Parfum,Hard Rocker,Tomford,Ombre Leather Parfum,Hard Rocker,TOMFORD,OMBRELEATHERPARFUM,HARDROCKER,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-02744,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2785,TOMFORD,ROSE D'AMALFI,LZ,ITALIAN DREAMS,680265-T,1.00KG,1.0,1100.0,301.0,Tomford,Rose D'amalfi,Italian Dreams,Tomford,Rose D'amalfi,Italian Dreams,TOMFORD,ROSEDAMALFI,ITALIANDREAMS,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-02745,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2786,TOMFORD,ROSE DE CHINE,LZ,BLOSSM DYNASTY,580235-TT,1.00KG,1.0,1550.0,423.0,Tomford,Rose De Chine,Blossm Dynasty,Tomford,Rose De Chine,Blossm Dynasty,TOMFORD,ROSEDECHINE,BLOSSMDYNASTY,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-02746,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2787,TOMFORD,ROSE DE RUSSIE TOP,,ROSE DE RUSSIE TOP,240425,1.00KG,1.0,1500.0,409.0,Tomford,Rose De Russie Top,Rose De Russie Top,Tomford,Rose De Russie,,TOMFORD,ROSEDERUSSIE,ROSEDERUSSIETOP,top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-02747,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2788,TOMFORD,METALLIQUE,LZ,SILVER LINING,233764-A,1.00KG,1.0,700.0,191.0,Tomford,Metallique,Silver Lining,Tomford,Metallique,Silver Lining,TOMFORD,METALLIQUE,SILVERLINING,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-02748,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2789,TOMFORD,TOBACCO OUD,LZ,LEGENDARY WOOD,462229,1.00KG,1.0,700.0,191.0,Tomford,Tobacco OUD,Legendary Wood,Tomford,Tobacco OUD,Legendary Wood,TOMFORD,TOBACCOOUD,LEGENDARYWOOD,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-02749,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2790,TOMFORD,ITALIAN CYPRESS TOP,LZ,ROBUST IMPRESSION,239233-T,1.00KG,1.0,720.0,197.0,Tomford,Italian Cypress Top,Robust Impression,Tomford,Italian Cypress,Robust Impression,TOMFORD,ITALIANCYPRESS,ROBUSTIMPRESSION,lz_clone_name; top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval. Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-02750,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2791,TOMFORD,CHERRY SMOKE,LZ,BURNING KISS,462395-T,1.00KG,1.0,720.0,197.0,Tomford,Cherry Smoke,Burning Kiss,Tomford,Cherry Smoke,Burning Kiss,TOMFORD,CHERRYSMOKE,BURNINGKISS,lz_clone_name,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,LZ row: CN appears to be supplier clone/alternate name; verify against original fragrance before catalogue approval.
SUP-20260426-02751,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2792,TOMFORD,TOBACCO VANILLA TOP,,TOBACCO VANILLA,240101,1.00KG,1.0,585.0,160.0,Tomford,Tobacco Vanilla Top,Tobacco Vanilla,Tomford,Tobacco Vanilla,Tobacco Vanilla,TOMFORD,TOBACCOVANILLA,TOBACCOVANILLA,top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-02752,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2793,TOMFORD,BLACK ORCHID TOP,,BLACK ORCHID TOP,3000682,1.00KG,1.0,610.0,167.0,Tomford,Black Orchid Top,Black Orchid Top,Tomford,Black Orchid,,TOMFORD,BLACKORCHID,BLACKORCHIDTOP,top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-02753,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2794,TOMFORD,METALLIQUE,,METALLIQUE,3000683,1.00KG,1.0,275.0,75.0,Tomford,Metallique,Metallique,Tomford,Metallique,,TOMFORD,METALLIQUE,METALLIQUE,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-02754,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2795,TOMFORD,NEROLI PROTOFINO,,NEROLI PROTOFINO,240211,1.00KG,1.0,1200.0,327.0,Tomford,Neroli Protofino,Neroli Protofino,Tomford,Neroli Protofino,,TOMFORD,NEROLIPROTOFINO,NEROLIPROTOFINO,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-02755,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2796,TOMFORD,NOIR ANTHRACITE,,NOIR ANTHRACITE,3000684,1.00KG,1.0,275.0,75.0,Tomford,Noir Anthracite,Noir Anthracite,Tomford,Noir Anthracite,,TOMFORD,NOIRANTHRACITE,NOIRANTHRACITE,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-02756,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2797,TOMFORD,OUD MINERALE TOP,,OUD MINERALE TOP,240662,1.00KG,1.0,1500.0,409.0,Tomford,OUD Minerale Top,OUD Minerale Top,Tomford,OUD Minerale,,TOMFORD,OUDMINERALE,OUDMINERALETOP,top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-02757,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2798,TOMFORD,OUD MINERALE,,OUD MINERALE,240702,1.00KG,1.0,850.0,232.0,Tomford,OUD Minerale,OUD Minerale,Tomford,OUD Minerale,,TOMFORD,OUDMINERALE,OUDMINERALE,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-02758,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2799,TOMFORD,OUD WOOD INTENSE,,OUD WOOD INTENSE,3000685,1.00KG,1.0,390.0,107.0,Tomford,OUD Wood Intense,OUD Wood Intense,Tomford,OUD Wood Intense,,TOMFORD,OUDWOODINTENSE,OUDWOODINTENSE,intense,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-02759,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2800,TOMFORD,TOBACCO OUD,,TOBACCO OUD,3000686,1.00KG,1.0,275.0,75.0,Tomford,Tobacco OUD,Tobacco OUD,Tomford,Tobacco OUD,,TOMFORD,TOBACCOOUD,TOBACCOOUD,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
SUP-20260426-02760,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2801,TOMFORD,TOMFORD NOIR TOP,,TOMFORD NOIR TOP,240417,1.00KG,1.0,850.0,232.0,Tomford,Tomford Noir Top,Tomford Noir Top,Tomford,Tomford Noir,,TOMFORD,TOMFORDNOIR,TOMFORDNOIRTOP,top,supplier_imported,needs_verification,Medium,supplier_source,supplier_source,requires_review,Variant marker detected; confirm whether this is a performance variant or separate oil.
SUP-20260426-02761,supplier_20260426,Perfume Oil Price List 26.04.2026,PERFUME OIL PRICE LIST  26.04.2026 (1).xlsx,Table 1,2802,TOMFORD,TUSCAN LEATHER TOM FORD,,TUSCAN LEATHER TOM FORD,3000687,1.00KG,1.0,275.0,75.0,Tomford,Tuscan Leather Tom Ford,Tuscan Leather Tom Ford,Tomford,Tuscan Leather Tom Ford,,TOMFORD,TUSCANLEATHERTOMFORD,TUSCANLEATHERTOMFORD,,supplier_imported,needs_verification,Low,supplier_source,supplier_source,requires_review,
